Week Ending,Followers Total,Net Follower Growth,Accounts Reached,Impressions,Profile Visits,Bio Link Clicks,Likes,Comments,Saves,Shares,Total Interactions,Story Avg Views,Story Link Taps,Calendly Page Views,New Bookings,Deposits Paid,Sessions Completed,New Client Sessions,Returning Client Sessions,Recurring Rate %,DM Inquiries,DMs to Bookings,DM Booking Rate %,Engagement Rate %,Save Rate %,Profile Visit Rate %,Link Click Rate %,Booking Conversion Rate %,Posts This Week,Best Post Type,Notes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
